ISO_3,Country,Region,title,authors,source,doi,author_keywords,publication_year,horizon_year,model,scopus_number,WOS_number,Energy efficiency,Climate change,Power,Vehicle,Cement,Forest,Steel/Iron,Buildings,Water,Air Pollution,Electricity,CCS,Transport,Policy-Dvlpt-Eco,Agriculture,Tax,Heat Pump,Consumption,Scenario,Wind/Solar,Costs,Coal,Nuclear,Fuel,Renewable Energies,Flood Risk,Technology,Bioenergy,Urban,Hydrogen,Permit market,Drought,Crop yield,Peak,Oil,Land Use,Target/INDC,Waste,System
AUS,Australia,Oceania,Implications of Australia's Population Policy for Future Greenhouse Gas Emissions Targets,"Bradshaw C.J.A., Brook B.W.",Asia and the Pacific Policy Studies,10.1002/app5.135,Climate change; Demography; Dependency ratio; Emissions; Fertility,2016,2100,NA,2-s2.0-85010756373,WOS:000390926300011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AUS,Australia,Oceania,"Least cost, utility scale abatement from Australia's NEM (National Electricity Market). Part 1: Problem formulation and modelling","Jeppesen M., Brear M.J., Chattopadhyay D., Manzie C., Dargaville R., Alpcan T.",Energy,10.1016/j.energy.2016.02.017,Abatement policy; Decarbonisation; NEM (National Electricity Market),2016,2040,NA,2-s2.0-84962092350,WOS:000375362400055,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
AUS,Australia,Oceania,Potential carbon emission reductions in australian construction systems through bioclimatic principles,"Sattary S., Thorpe D.",Sustainable Cities and Society,10.1016/j.scs.2016.03.006,Australian construction systems; BIM; Construction carbon emission; Construction materials; Embodied energy; Emission reduction; Sustainable construction processes,2016,2030,NA,2-s2.0-84962463389,WOS:000389319400011,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Reducing disaster exacerbated non-communicable diseases through public health infrastructure resilience: Perspectives of Australian disaster service providers,"Ryan B.J., Franklin R.C., Burkle F.M., Jr., Aitken P., Smith E., Watt K., Leggat P.",PLoS Currents,10.1371/currents.dis.d142f36b6f5eeca806d95266b20fed1f,NA,2016,2030,NA,2-s2.0-85010767275,MEDLINE:28239511,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Study of the abatement options available to reduce carbon emissions from Australian international flights,"Yin K.-S., Dargusch P., Halog A.",International Journal of Sustainable Transportation,10.1080/15568318.2016.1190882,Abatement options; carbon efficiency; greenhouse gas emissions; international air travel; sustainability,2016,2050,NA,2-s2.0-84981724813,WOS:000382765200005,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,The potential mitigation of CO2 emissions via modal substitution of high-speed rail for short-haul air travel from a life cycle perspective - An Australian case study,Robertson S.,Transportation Research Part D: Transport and Environment,10.1016/j.trd.2016.04.015,CO2 emissions; High-speed rail; Life cycle assessment; Modal shift; Short-haul air travel,2016,2056,NA,2-s2.0-84966351103,WOS:000377829900027,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,What cost for more renewables? The incremental cost of renewable generation - An Australian National Electricity Market case study,"Elliston B., Riesz J., MacGill I.",Renewable Energy,10.1016/j.renene.2016.03.080,100% renewables; 90% renewables; Least cost scenarios,2016,2030,NA,2-s2.0-84962431655,WOS:000377311000012,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,"Assessing ""gas transition"" pathways to low carbon electricity - An Australian case study","Riesz J., Vithayasrichareon P., MacGill I.",Applied Energy,10.1016/j.apenergy.2015.05.071,Electricity; Gas; Renewable,2015,2050,NA,2-s2.0-84930615935,WOS:000359875100074,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,"Assessing the generation capacity, energy, and GHG emission reduction value of public electric vehicle recharging infrastructure in the Australian National Electricity Market","Mills G., MacGill I.F.","2014 IEEE International Electric Vehicle Conference, IEVC 2014",10.1109/IEVC.2014.7056093,Australian NEM; Charging Infrastructure; Electric Vehicle; Electric Vehicle Integration,2015,2037,NA,2-s2.0-84934300671,WOS:000380394300019,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Australian retail electricity prices: Can we avoid repeating the rising trend of the past?,"Graham P.W., Brinsmead T., Hatfield-Dodds S.",Energy Policy,10.1016/j.enpol.2015.07.022,Demand; Distribution; Peak; Price; Retail,2015,2050,NA,2-s2.0-84943599313,WOS:000364246100042,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
AUS,Australia,Oceania,Decomposition analysis to examine Australia's 2030 GHGs emissions target: How hard will it be to achieve?,"Shahiduzzaman M., Layton A.",Economic Analysis and Policy,10.1016/j.eap.2015.10.003,Australia; Decomposition analysis; GHGs emissions,2015,2030,NA,2-s2.0-84963644239,WOS:000370814400003,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AUS,Australia,Oceania,Information for Australian Impact and Adaptation Planning in response to Sea-level Rise,"McInnes K.L., Church J., Monselesan D., Hunter J.R., O'Grady J.G., Haigh I.D., Zhang X.",Australian Meteorological and Oceanographic Journal,10.22499/2.6501.009,NA,2015,2100,NA,2-s2.0-84946725145,WOS:000364516300009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,"Projecting excess emergency department visits and associated costs in Brisbane, Australia, under population growth and climate change scenarios","Toloo G., Hu W., Fitzgerald G., Aitken P., Tong S.",Scientific Reports,10.1038/srep12860,NA,2015,2060,NA,2-s2.0-84938691662,WOS:000359125300001,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,"Retrofitting housing with lightweight green roof technology in Sydney, Australia, and Rio de Janeiro, Brazil","Wilkinson S., Feitosa R.C.",Sustainability (Switzerland),10.3390/su7011081,Case studies; Green roof retrofitting; Housing; Residential buildings; Rio de Janeiro; Sydney; Thermal performance,2015,2050,NA,2-s2.0-84922357024,WOS:000348399300052,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,"Systemic adaptations to climate change in southern Australian grasslands and livestock: Production, profitability, methane emission and ecosystem function","Ghahramani A., Moore A.D.",Agricultural Systems,10.1016/j.agsy.2014.11.003,Adaptation-mitigation tradeoffs; Agro-ecosystem; ANPP; Intensification; Modelling; Soil environment,2015,2070,NA,2-s2.0-84921057107,WOS:000348951500014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AUS,Australia,Oceania,Towards a sustainable strategy for road transportation in Australia: The potential contribution of hydrogen,"Maniatopoulos P., Andrews J., Shabani B.",Renewable and Sustainable Energy Reviews,10.1016/j.rser.2015.07.088,Battery vehicles; Fuel cell vehicles; Hydrogen economy; Road transport; Sustainable energy strategy,2015,2050,NA,2-s2.0-84938867052,WOS:000367757800003,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Using renewables to hedge against future electricity industry uncertainties-An Australian case study,"Vithayasrichareon, P; Riesz, J; MacGill, IF",ENERGY POLICY,10.1016/j.enpol.2014.10.016,Australian National Electricity Market (NEM); Renewable generation; Portfolio risk,2015,2030,NA,NA,WOS:000347760200005,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,"What are incident reports telling us? A comparative study at two Australian hospitals of medication errors identified at audit, detected by staff and reported to an incident system","Westbrook J.I., Li L., Lehnbom E.C., Baysari M.T., Braithwaite J., Burke R., Conn C., Day R.O.",International Journal for Quality in Health Care,10.1093/intqhc/mzu098,Electronic prescribing; Incident reporting; Medication administration errors; Medication error; Safety,2015,2043,NA,2-s2.0-84924629377,WOS:000351614200001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Comparing least cost scenarios for 100% renewable electricity with low emission fossil fuel scenarios in the Australian National Electricity Market,"Elliston B., MacGill I., Diesendorf M.",Renewable Energy,10.1016/j.renene.2013.12.010,100 percent Renewables; Carbon capture and storage; Low carbon scenarios,2014,2030,NA,2-s2.0-84891452120,WOS:000333073700022,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
AUS,Australia,Oceania,"ENHANCING ENVIRONMENTAL SCIENCE CURRICULUM: CLIMATE CHANGE AND ADAPTATION STUDIES THROUGH EFFECTIVE COMMUNICATIONS VIA VIDEOCONFERENCING, E-LEARNING, AND INTERNATIONAL EXPERIENCE IN AUSTRALIA","Ozbay, G; Sriharan, S; Fan, C","INTED2014: 8TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE",NA,Climate change education; effective learning; E-learning; video conferencing climate education; international climate change education,2014,2100,NA,NA,WOS:000366835100001,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUS,Australia,Oceania,Exploring the value of distributed energy for Australia,"Lilley W., Reedman L., Szatow A.",Green Energy and Technology,10.1007/978-1-4471-6281-0_15,Carbon price; DE; Economic modelling; Electricity markets,2014,2050,NA,2-s2.0-85042930886,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Nuclear power can reduce emissions and maintain a strong economy: Rating Australia's optimal future electricity-generation mix by technologies and policies,"Hong S., Bradshaw C.J.A., Brook B.W.",Applied Energy,10.1016/j.apenergy.2014.09.062,Decarbonization; Future electricity mix; Genetic algorithm; Nuclear power; Renewable energy,2014,2050,NA,2-s2.0-84908568904,WOS:000345725800068,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Pathways for deploying low-emission technologies in an integrated electricity market: An Australian case study,"Hou W., Ho M.T., Wiley D.E.",Energy Procedia,10.1016/j.egypro.2014.11.720,Carbon capture and storage; Economics; Power generation; Renewable energy,2014,2050,NA,2-s2.0-84922875574,WOS:000361211507001,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AUS,Australia,Oceania,Supply of carbon sequestration and biodiversity services from Australia's agricultural land under global change,"Bryan B.A., Nolan M., Harwood T.D., Connor J.D., Navarro-Garcia J., King D., Summers D.M., Newth D., Cai Y., Grigg N., Harman I., Crossman N.D., Grundy M.J., Finnigan J.J., Ferrier S., Williams K.J., Wilson K.A., Law E.A., Hatfield-Dodds S.",Global Environmental Change,10.1016/j.gloenvcha.2014.06.013,Biodiversity conservation; Carbon sequestration; Climate change; Ecosystem services; Land use change; Scenarios,2014,2050,GIAM,2-s2.0-84922356118,WOS:000343839100015,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
AUS,Australia,Oceania,The australian low carbon transport forum - Estimating emission abatement potential for Australian transport,"Cosgrove D., Gargett D., Evans C., Graham P.","Australasian Transport Research Forum, ATRF 2012  - Proceedings",NA,NA,2014,2050,NA,2-s2.0-84917690909,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,An evaluation of integrated spatial technology framework for greenhouse gas mitigation in grain production in Western Australia,"Engelbrecht D., Biswas W.K., Ahmad W.",Journal of Cleaner Production,10.1016/j.jclepro.2013.06.010,Agriculture; Carbon footprint; Geographical information systems; Integrated spatial technology; Life Cycle Assessment; Remote sensing,2013,2100,NA,2-s2.0-84883459842,WOS:000324661400007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Australian power: Can renewable technologies change the dominant industry view?,"Molyneaux L., Froome C., Wagner L., Foster J.",Renewable Energy,10.1016/j.renene.2013.05.009,Distributed generation; Electricity; Renewable energy; Resilience,2013,2035,NA,2-s2.0-84878838988,WOS:000323628600024,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AUS,Australia,Oceania,Computable general equilibrium modeling of environmental issues in Australia: Economic impacts of an emissions trading scheme,"Adams P.D., Parmenter B.R.",Handbook of Computable General Equilibrium Modeling,10.1016/B978-0-444-59568-3.00009-2,Australia; CGE modeling; Emissions trading,2013,2030,CGE,2-s2.0-84975824184,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,The case for action - The economy-wide benefits of strong yet realistic vehicle emission standards for Australia,"Argyriou M., Ferraro S.","Australasian Transport Research Forum, ATRF 2013  - Proceedings",NA,NA,2013,2050,NA,2-s2.0-84916908670,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,"An assessment of biomass for bioelectricity and biofuel, and for greenhouse gas emission reduction in Australia","Farine D.R., O'Connell D.A., Raison R.J., May B.M., O'Connor M.H., Crawford D.F., Herr A., Taylor J.A., Jovanovic T., Campbell P.K., Dunlop M.I.A., Rodriguez L.C., Poole M.L., Braid A.L., Kriticos D.",GCB Bioenergy,10.1111/j.1757-1707.2011.01115.x,Australian national assessment; bioelectricity; biofuel; biomass; GHG mitigation,2012,2030,NA,2-s2.0-84860915014,WOS:000300006100005,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
AUS,Australia,Oceania,An economic evaluation of the potential for distributed energy in Australia,"Lilley W.E., Reedman L.J., Wagner L.D., Alie C.F., Szatowd A.R.",Energy Policy,10.1016/j.enpol.2012.08.008,Distributed energy; Economic modeling; Electricity markets,2012,2050,NA,2-s2.0-84868207952,WOS:000312620000030,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,"Feasibility study of ""CO2 free hydrogen chain"" utilizing Australian brown coal linked with CCS","Yoshino Y., Harada E., Inoue K., Yoshimura K., Yamashita S., Hakamada K.",WHEC 2012 Conference Proceedings - 19th World Hydrogen Energy Conference,10.1016/j.egypro.2012.09.082,Brown coal; CCS(carbon capture and sequestration); Liquid hydrogen,2012,2050,NA,2-s2.0-84874753883,WOS:000314022200081,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,"Feasibility study of ""CO2-free hydrogen energy supply chain"" utilizing Australian brown coal linked with CCS","Inoue K., Yoshino Y., Kamiya S., Harada E.",Refrigeration Science and Technology,NA,NA,2012,2050,NA,2-s2.0-84899448124,WOS:000342588600030,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,For the Sake of a Credible Climate Change Policy in Australia - Revisiting the Nuclear Energy Option,Hunt C.,Economic Analysis and Policy,10.1016/S0313-5926(12)50001-9,NA,2012,2050,NA,2-s2.0-84902765572,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Potential role of renewable energy in water desalination in Australia,"Rowlinson B., Gunasekera D., Troccoli A.",Journal of Renewable and Sustainable Energy,10.1063/1.3682060,desalination; power grids; reverse osmosis; solar power; wind power,2012,2025,NA,2-s2.0-84857804238,WOS:000300951000019,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Safeguarding coastal coral communities on the central Great Barrier Reef (Australia) against climate change: Realizable local and global actions,"Wooldridge S.A., Done T.J., Thomas C.R., Gordon I.I., Marshall P.A., Jones R.N.",Climatic Change,10.1007/s10584-011-0229-z,NA,2012,2100,NA,2-s2.0-84860919546,WOS:000304105600020,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,"Wildfires, fuel treatment and risk mitigation in Australian eucalypt forests: Insights from landscape-scale simulation","Bradstock R.A., Cary G.J., Davies I., Lindenmayer D.B., Price O.F., Williams R.J.",Journal of Environmental Management,10.1016/j.jenvman.2012.03.050,Climate change; Cost-effectiveness; Prescribed fire,2012,2050,NA,2-s2.0-84859914212,WOS:000305204900008,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
AUS,Australia,Oceania,Adaptation strategies for health impacts of climate change in Western Australia: Application of a Health Impact Assessment framework,"Spickett J.T., Brown H.L., Katscherian D.",Environmental Impact Assessment Review,10.1016/j.eiar.2010.07.001,Adaptation; Climate change; Health impact assessment,2011,2030,NA,2-s2.0-79952738253,WOS:000290056400016,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,An evaluation of the targets and timetables of proposed Australian emissions reduction policies,Pielke R.A.,Environmental Science and Policy,10.1016/j.envsci.2010.10.008,Australia; Climate policy; Decarbonization; Emissions reductions; Emissions trading; Energy policy,2011,2050,NA,2-s2.0-78650545401,WOS:000286964200003,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AUS,Australia,Oceania,Fire and carbon dynamics under climate change in south-eastern Australia: Insights from FullCAM and FIRESCAPE modelling,"King K.J., De Ligt R.M., Cary G.J.",International Journal of Wildland Fire,10.1071/WF09073,carbon accounting; carbon emissions; carbon sequestration; fire area; fire incidence; prescribed fire; simulation; suppression,2011,2070,NA,2-s2.0-79959535177,WOS:000291805700009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Impacts of future climate scenarios on the balance between productivity and total greenhouse gas emissions from pasture based dairy systems in south-eastern Australia,"Cullen B.R., Eckard R.J.",Animal Feed Science and Technology,10.1016/j.anifeedsci.2011.04.051,Ammonia volatilisation; Climate change; DairyMod; Methane; Nitrate leaching; Nitrous oxide,2011,2070,NA,2-s2.0-79958767720,WOS:000292853100077,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUS,Australia,Oceania,Low carbon transition options for Australia,Foran B.,Ecological Modelling,10.1016/j.ecolmodel.2011.05.008,Climate mitigation; Energy transitions; Policy options; Rebound; Renewables,2011,2051,NA,2-s2.0-82955249035,WOS:000298724400010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
AUS,Australia,Oceania,Potential Suitability and Viability of Selected Biodiesel Crops in Australian Marginal Agricultural Lands Under Current and Future Climates,"Odeh I.O.A., Tan D.K.Y., Ancev T.",Bioenergy Research,10.1007/s12155-010-9110-6,Adaptation; Biodiesel; Bioenergy; Brassica juncea; Climate change; Economics; Pongamia pinnata; Suitability,2011,2070,NA,2-s2.0-79960583212,WOS:000293018200002,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AUS,Australia,Oceania,"Prospects for Meeting Australia's 2020 Carbon Targets, given a Growing Economy, Uncertain International Carbon Markets and the Slow Emergence of Renewable Energies",Hunt C.,Economic Analysis and Policy,10.1016/S0313-5926(11)50001-3,NA,2011,2050,NA,2-s2.0-84929996019,NA,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
AUS,Australia,Oceania,The intrinsic plasticity of farm businesses and their resilience to change. An Australian example,"Rodriguez, D; deVoil, P; Power, B; Cox, H; Crimp, S; Meinke, H",FIELD CROPS RESEARCH,10.1016/j.fcr.2011.02.012,Decision making; Climate change; Adaptation; Whole farm modelling,2011,2070,NA,NA,WOS:000296107300004,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
AUS,Australia,Oceania,Beyond greenfield and brownfield: The challenge of regenerating Australia's greyfield suburbs,Newton P.W.,Built Environment,10.2148/benv.36.1.81,NA,2010,2030,NA,2-s2.0-77956553603,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AUS,Australia,Oceania,Emerging opportunities and challenges for Australian broadacre agriculture,"Keating B.A., Carberry P.S.",Crop and Pasture Science,10.1071/CP09282,Agricultural productivity; Bio-sequestration; Biofuels; Environmental stewardship,2010,2050,NA,2-s2.0-77951610739,WOS:000276497400001,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AUS,Australia,Oceania,Modeling greenhouse gas reduction from the australian electricity sector,Chattopadhyay D.,IEEE Transactions on Power Systems,10.1109/TPWRS.2009.2038021,Dispatch; Game theoretic analysis; Greenhouse gas policy; Investment optimization; Pricing,2010,2050,NA,2-s2.0-77951667120,WOS:000285051800016,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
