WOS_number,doc_type,authors,title,source,doi,publication_year,author_keywords,email
WOS:000382138400018,J,"Frank, S; Bottcher, H; Gusti, M; Havlik, P; Klaassen, G; Kindermann, G; Obersteiner, M","Dynamics of the land use, land use change, and forestry sink in the European Union: the impacts of energy and climate targets for 2030",CLIMATIC CHANGE,10.1007/s10584-016-1729-7,2016,,
WOS:000382120600005,J,"Yano, J; Sakai, S",Energy recovery and greenhouse gas reduction potential from food waste in Japan,JOURNAL OF MATERIAL CYCLES AND WASTE MANAGEMENT,10.1007/s10163-016-0531-y,2016,Food waste; Municipal solid waste; Anaerobic digestion; Incineration; Waste-to-energy; Life cycle analysis,
WOS:000381529400056,J,"Sim, J; Sim, J",The effect of new carbon emission reduction targets on an apartment building in South Korea,ENERGY AND BUILDINGS,10.1016/j.enbuild.2016.06.032,2016,Carbon emission; Carbon emission reduction policy; System dynamics; Sensitivity analysis,
WOS:000381530700013,J,"Thiel, C; Nijs, W; Simoes, S; Schmidt, J; van Zyl, A; Schmid, E",The impact of the EU car CO2 regulation on the energy system and the role of electro-mobility to achieve transport decarbonisation,ENERGY POLICY,10.1016/j.enpol.2016.05.043,2016,Energy system model; Electro-mobility; Road transport decarbonisation; EU car CO2 regulation,
WOS:000381530700020,J,"Yeo, MJ; Kim, YP",Changes of the carbon dioxide emissions and the overshoot ratio resulting from the implementation of the 2nd Energy Master Plan in the Republic of Korea,ENERGY POLICY,10.1016/j.enpol.2016.06.004,2016,Overshoot ratio; Carbon footprint; Energy consumption; 2nd Energy Master Plan; National greenhouse gases emission reduction target,
WOS:000381530700026,J,"Rivera, GL; Reynes, F; Cortes, II; Bellocq, FX; Grazi, F",Towards a low carbon growth in Mexico: Is a double dividend possible? A dynamic general equilibrium assessment,ENERGY POLICY,10.1016/j.enpol.2016.06.012,2016,Climate policy; Energy-economy modeling; Energy system; Carbon tax; Double dividend,
WOS:000381530700036,J,"Yazdanie, M; Densing, M; Wokaun, A",The role of decentralized generation and storage technologies in future energy systems planning for a rural agglomeration in Switzerland,ENERGY POLICY,10.1016/j.enpol.2016.06.010,2016,Decentralized energy; Distributed energy; Storage; Rural case study; Energy system model; Cost optimization model,
WOS:000381530700042,J,"Liu, YQ; Zhao, GH; Zhao, YS",An analysis of Chinese provincial carbon dioxide emission efficiencies based on energy consumption structure,ENERGY POLICY,10.1016/j.enpol.2016.06.028,2016,Energy consumption structure; Slacks based measure model; Carbon dioxide emission efficiency,
WOS:000382101300006,J,"Zhang, SW; Qin, XY",Promoting Large and Closing Small in China's Coal Power Sector 2006-2013: A CO2 Mitigation Assessment Based on a Vintage Structure,ECONOMICS OF ENERGY & ENVIRONMENTAL POLICY,10.5547/2160-5890.5.2.szha,2016,China; Power Sector; Early retirement(ER); Vintage Structure; CO2 mitigation,
WOS:000381159700002,J,"Tonomura, S; Kikuchi, N; Ishiwata, N; Tomisaki, S; Tomita, Y",Concept and Current State of CO2 Ultimate Reduction in the Steelmaking Process (COURSE50) Aimed at Sustainability in the Japanese Steel Industry,JOURNAL OF SUSTAINABLE METALLURGY,10.1007/s40831-016-0066-4,2016,CO2 emissions mitigation; Steelworks; Iron ore reduction using hydrogen; Separation and recovery of CO2 from blast furnace gas; Unused exhaust heat in steelworks,
WOS:000380913500004,J,"Gao, J; Zhang, AP; Lam, SK; Zhang, XS; Thomson, AM; Lin, E; Jiang, KJ; Clarke, LE; Edmonds, JA; Kyle, PG; Yu, S; Zhou, YY; Zhou, S",An integrated assessment of the potential of agricultural and forestry residues for energy production in China,GLOBAL CHANGE BIOLOGY BIOENERGY,10.1111/gcbb.12305,2016,bioenergy; carbon tax; carbon capture and storage; climate policy; integrated assessment; residue biomass,
WOS:000380083200045,J,"Savolahti, M; Karvosenoja, N; Tissari, J; Kupiainen, K; Sippula, O; Jokiniemi, J","Black carbon and fine particle emissions in Finnish residential wood combustion: Emission projections, reduction measures and the impact of combustion practices",ATMOSPHERIC ENVIRONMENT,10.1016/j.atmosenv.2016.06.023,2016,Black carbon; PM2.5; Residential wood combustion; Emission; Reduction measure,
WOS:000453948100007,J,"Pritchard, B",'Walking a tightrope': India's challenges in meeting the 2030 Sustainable Development Agenda with specific reference to climate change,ASIA PACIFIC JOURNAL OF ENVIRONMENTAL LAW,10.4337/apjel.2016.01.06,2016,India; climate change policy; Sustainable Development Goals; historical cumulative emissions; BRICs,
WOS:000384044300029,J,"Zhao, KY; Xu, XB; Yang, GS; Wu, SH; Jiang, FW",Impacts of highway construction and operation on carbon footprint in China: A case study of Jiangsu Province,ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,10.1002/ep.12356,2016,carbon footprint; carbon footprint evaluating system of highway (CFESH); highway; recovery period of carbon (RC); China,
WOS:000379270600055,J,"Chirambo, D",Addressing the renewable energy financing gap in Africa to promote universal energy access: Integrated renewable energy financing in Malawi,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2016.05.046,2016,Climate finance; Clean Development Mechanism (CDM); Feed-in Tariff (FIT); Millennium Development Goals (MDGs); Rural electrification; Sustainable Energy for All Initiative,
WOS:000377311000012,J,"Elliston, B; Riesz, J; MacGill, L",What cost for more renewables? The incremental cost of renewable generation - An Australian National Electricity Market case study,RENEWABLE ENERGY,10.1016/j.renene.2016.03.080,2016,90% renewables; 100% renewables; Least cost scenarios,
WOS:000382591000088,J,"Hagberg, MB; Pettersson, K; Ahlgren, EO",Bioenergy futures in Sweden - Modeling integration scenarios for biofuel production,ENERGY,10.1016/j.energy.2016.04.044,2016,Biomass; Biofuel; MARKAL; Energy system; Model; Bioeconomy,
WOS:000382591000099,J,"Lueken, R; Klima, K; Griffin, WM; Apt, J",The climate and health effects of a USA switch from coal to gas electricity generation,ENERGY,10.1016/j.energy.2016.03.078,2016,Natural gas; Coal; Climate change; Criteria pollutants; Human health,
WOS:000377372400065,J,"Aich, V; Liersch, S; Vetter, T; Fournet, S; Andersson, JCM; Calmanti, S; van Weert, FHA; Hattermann, FF; Paton, EN",Flood projections within the Niger River Basin under future land use and climate change,SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2016.04.021,2016,Niger; Floods; Land use change; Climate change; Ecohydrological modeling; Cordex,
WOS:000377372400102,J,"Sperotto, A; Torresan, S; Gallina, V; Coppola, E; Crittoa, A; Marcomini, A",A multi-disciplinary approach to evaluate pluvial floods risk under changing climate: The case study of the municipality of Venice (Italy),SCIENCE OF THE TOTAL ENVIRONMENT,10.1016/j.scitotenv.2016.03.150,2016,Pluvial floods; Risk assessment; Climate change; Urban areas; GIS maps,
WOS:000396377500006,J,"Vass, MM; Elofsson, K",Is forest carbon sequestration at the expense of bioenergy and forest products cost-efficient in EU climate policy to 2050?,JOURNAL OF FOREST ECONOMICS,10.1016/j.jfe.2016.04.002,2016,Bioenergy; Cost-efficiency; Dynamic optimisation; EU; Climate policy; Forest carbon sequestration,
WOS:000387521400014,J,"Khanna, NZ; Zhou, N; Fridley, D; Ke, J",Quantifying the potential impacts of China's power-sector policies on coal input and CO2 emissions through 2050: A bottom-up perspective,UTILITIES POLICY,10.1016/j.jup.2016.07.001,2016,China; Electricity sector; CO2 emissions reduction,
WOS:000387521400026,J,"Canzler, W; Wittowsky, D",The impact of Germany's Energiewende on the transport sector - Unsolved problems and conflicts,UTILITIES POLICY,10.1016/j.jup.2016.02.011,2016,Energy transition; Travel behavior; Information and communication technologies,
WOS:000385266000005,J,"Snape, JR; Boait, PJ; Rylatt, RM",Performance comparison of UK domestic renewable incentives,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-ENERGY,10.1680/jener.15.00029,2016,public policy; renewable energy; sustainability,
WOS:000384470700011,J,"Czyrnek-Deletre, MM; Chiodi, A; Murphy, JD; Gallachoir, BPO",Impact of including land-use change emissions from biofuels on meeting GHG emissions reduction targets: the example of Ireland,CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,10.1007/s10098-016-1145-8,2016,Bioenergy; Land-use change; Climate mitigation; Renewable energy policy; Energy systems modelling; MARKAL-TIMES,
WOS:000381233800005,J,"Joas, F; Pahle, M; Flachsland, C; Joas, A",Which goals are driving the Energiewende? Making sense of the German Energy Transformation,ENERGY POLICY,10.1016/j.enpol.2016.04.003,2016,Energiewende; German energy transition; Goals and objectives of energy policy; Co-benefits,
WOS:000380945000003,J,"Abushammala, MFM; Qazi, WA; Azam, MH; Mehmood, UA; Al-Mufragi, GA; Alrawahi, NA",Economic and environmental benefits of landfill gas utilisation in Oman,WASTE MANAGEMENT & RESEARCH,10.1177/0734242X16628983,2016,Methane; emissions; landfills; solid waste; waste economic; Oman waste generation,
WOS:000379544200003,J,"Skjaerseth, JB","Linking EU climate and energy policies: policy-making, implementation and reform",INTERNATIONAL ENVIRONMENTAL AGREEMENTS-POLITICS LAW AND ECONOMICS,10.1007/s10784-014-9262-5,2016,Climate; Energy; EU; Initiation; Decision-making; Implementation; Reform; Issue linkages,
WOS:000379370800009,J,"Zhou, WJ; Wang, T; Yu, YD; Chen, DJ; Zhu, B",Scenario analysis of CO2 emissions from China's civil aviation industry through 2030,APPLIED ENERGY,10.1016/j.apenergy.2016.05.004,2016,Civil aviation; CO2 emissions; Scenario analysis; China,
WOS:000382825200001,J,"Zhang, YQ; Bowden, JH; Adelman, Z; Naik, V; Horowitz, LW; Smith, SJ; West, JJ",Co-benefits of global and regional greenhouse gas mitigation for US air quality in 2050,ATMOSPHERIC CHEMISTRY AND PHYSICS,10.5194/acp-16-9533-2016,2016,,
WOS:000382414200003,J,"Recka, L; Scasny, M","Impacts of carbon pricing, brown coal availability and gas cost on Czech energy system up to 2050",ENERGY,10.1016/j.energy.2015.12.003,2016,Energy system optimization; TIMES model; Climate change mitigation; Environmental benefits; Ancillary benefits; Czech Republic,
WOS:000379788000006,J,"Azam, M; Othman, J; Begum, RA; Abdullah, SMS; Nor, GM",Energy consumption and emission projection for the road transport sector in Malaysia: an application of the LEAP model,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,10.1007/s10668-015-9684-4,2016,Road transport; Malaysia; Energy consumption; Emission; Energy forecast; Energy policies; LEAP,
WOS:000378805800022,J,"Sun, YH; Meng, L; Tian, L; Li, GL; Sun, OJ","Assessing current stocks and future sequestration potential of forest biomass carbon in Daqing Mountain Nature Reserve of Inner Mongolia, China",JOURNAL OF FORESTRY RESEARCH,10.1007/s11676-016-0214-5,2016,Carbon sequestration; Climate adaptation; Forest ecosystem; Global change; Nature reserve,
WOS:000383371000013,J,"Li, HM; Wu, T; Wang, X; Qi, Y",The Greenhouse Gas Footprint of China's Food System: An Analysis of Recent Trends and Future Scenarios,JOURNAL OF INDUSTRIAL ECOLOGY,10.1111/jiec.12323,2016,agriculture; China; climate change; food consumption; greenhouse gas (GHG) emissions; scenario analysis,
WOS:000378669700025,J,"Antimiani, A; Costantini, V; Kuik, O; Paglialunga, E",Mitigation of adverse effects on competitiveness and leakage of unilateral EU climate policy: An assessment of policy instruments,ECOLOGICAL ECONOMICS,10.1016/j.ecolecon.2016.05.003,2016,Climate mitigation policy; Carbon leakage; Carbon border tax; Energy efficiency; Renewable energy,
WOS:000377311200034,J,"Byrne, S; O'Regan, B",Material flow accounting for an Irish rural community engaged in energy efficiency and renewable energy generation,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2016.03.069,2016,CO2 reduction; Sustainability; Rural communities; Material flow accounting; Renewable energy; GHG,
WOS:000377311200035,J,"Guo, J; Zheng, XY; Wei, C",Disaggregating energy use cap among China's provinces,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2016.04.029,2016,Energy cap; Disaggregation scheme; Equity; Efficiency; China,
WOS:000377728700001,J,"Li, W; Jia, ZJ",The impact of emission trading scheme and the ratio of free quota: A dynamic recursive CGE model in China,APPLIED ENERGY,10.1016/j.apenergy.2016.04.086,2016,Carbon emission rights; Free quota rate; Emission trading scheme (ETS); Computable general equilibrium (CGE) model,
WOS:000377728700021,J,"Sheinbaum-Pardo, C",Decomposition analysis from demand services to material production: The case of CO2 emissions from steel produced for automobiles in Mexico,APPLIED ENERGY,10.1016/j.apenergy.2016.04.107,2016,Steel; Automobiles; CO2 emissions; Decomposition analysis; Mexico,
WOS:000376801100041,J,"dos Santos, IFS; Barros, RM; Tiago, GL",Electricity generation from biogas of anaerobic wastewater treatment plants in Brazil: an assessment of feasibility and potential,JOURNAL OF CLEANER PRODUCTION,10.1016/j.jclepro.2016.03.072,2016,Renewable energy; Anaerobic wastewater treatment plant; Biogas; Electricity generation,
WOS:000380760400074,J,"Kim, T; Chae, CU",Evaluation Analysis of the CO2 Emission and Absorption Life Cycle for Precast Concrete in Korea,SUSTAINABILITY,10.3390/su8070663,2016,precast concrete; life cycle assessment; carbon dioxide; CO2 absorption; carbonation,
WOS:000381499600002,J,"Hoymann, J; Goetzke, R",Simulation and Evaluation of Urban Growth for Germany Including Climate Change Mitigation and Adaptation Measures,ISPRS INTERNATIONAL JOURNAL OF GEO-INFORMATION,10.3390/ijgi5070101,2016,urban growth; Germany; scenario; mitigation; adaptation; Land Use Scanner,
WOS:000378659700044,J,"Zhou, WJ; Jiang, D; Chen, DJ; Griffy-Brown, C; Jin, Y; Zhu, B",Capturing CO2 from cement plants: A priority for reducing CO2 emissions in China,ENERGY,10.1016/j.energy.2016.03.090,2016,Carbon capture and storage; Cement production; CO2 emissions reduction strategy,
WOS:000378741900012,J,"Huang, JH; Gurney, KR","Impact of climate change on US building energy demand: sensitivity to spatiotemporal scales, balance point temperature, and population distribution",CLIMATIC CHANGE,10.1007/s10584-016-1681-6,2016,,
WOS:000378608900021,J,"Korsbakken, JI; Peters, GP; Andrew, RM",Uncertainties around reductions in China's coal use and CO2 emissions,NATURE CLIMATE CHANGE,10.1038/NCLIMATE2963,2016,,
WOS:000378448400044,J,"Davis, C; Bollinger, LA; Dijkema, GPJ",The state of the states Data-driven analysis of the US Clean Power Plan,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2016.01.097,2016,Decarbonization; Electricity policy; Electricity generation; US electricity sector; Energy transition,
WOS:000378360600046,J,"Parandvash, GH; Chang, HJ","Analysis of long-term climate change on per capita water demand in urban versus suburban areas in the Portland metropolitan area, USA",JOURNAL OF HYDROLOGY,10.1016/j.jhydrol.2016.04.035,2016,Urban per capita water demand; Climate change; Time-series model; Urban water management; Portland,
WOS:000377725000025,J,"Bauermann, K",German Energiewende and the heating market - Impact and limits of policy,ENERGY POLICY,10.1016/j.enpol.2016.03.041,2016,Residential heating market; Policy evaluation; Decarbonisation; Discrete choice,
WOS:000377829900027,J,"Robertson, S",The potential mitigation of CO2 emissions via modal substitution of high-speed rail for short-haul air travel from a life cycle perspective - An Australian case study,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,10.1016/j.trd.2016.04.015,2016,CO2 emissions; Short-haul air travel; High-speed rail; Modal shift; Life cycle assessment,
WOS:000377235200045,J,"Li, Y; Davis, C; Lukszo, Z; Weijnen, M","Electric vehicle charging in China's power system: Energy, economic and environmental trade-offs and policy implications",APPLIED ENERGY,10.1016/j.apenergy.2016.04.040,2016,Electric vehicles; Charging; Power system; Energy-economic-environmental implications; China,
WOS:000380771500024,J,"Zang, H; Lei, XD; Ma, W; Zeng, WS",Spatial Heterogeneity of Climate Change Effects on Dominant Height of Larch Plantations in Northern and Northeastern China,FORESTS,10.3390/f7070151,2016,stand dominant height; mean temperature of wettest quarter; precipitation of wettest month; mixed-effects model,
