title,authors,source,doi,d_type,publication_year,horizon_year,author_keywords,scopus_number,WOS_number,prepro_title
CO2 emissions and economic impacts of using logging residues and mill residues in Maniwa Japan,"Moon D., Kitagawa N., Genchi Y.",Forest Policy and Economics,10.1016/j.forpol.2014.09.015,Article,2015,,Employment opportunities; GHG emissions; Logging residues; Mill residues; Regional economic effect; Woody biomass use,2-s2.0-84919426814,WOS:000347763100018,co2 emissions and economic impacts of using logging residues and mill residues in maniwa japan
Carbon Emissions Pinch Analysis for emissions reductions in the New Zealand transport sector through to 2050,"Walmsley M.R.W., Walmsley T.G., Atkins M.J., Kamp P.J.J., Neale J.R., Chand A.",Energy,10.1016/j.energy.2015.04.069,Article,2015,,Carbon Emissions Pinch Analysis; Energy planning; Transport energy sector,2-s2.0-84929643492,WOS:000367409300030,carbon emissions pinch analysis for emissions reductions in the new zealand transport sector through to 2050
Carbon footprint of sawn timber products of Castanea sativa Mill. in the north of Spain,"Martínez-Alonso C., Berdasco L.",Journal of Cleaner Production,10.1016/j.jclepro.2015.05.004,Article,2015,,Carbon footprint; Chestnut wood; Greenhouse gas emissions; Wood life cycle inventory; Wood products,2-s2.0-84930484925,WOS:000356741200012,carbon footprint of sawn timber products of castanea sativa mill in the north of spain
Carbon mitigation potential of different forest ecosystems under climate change and various managements in italy,"Calfapietra C., Barbati A., Perugini L., Ferrari B., Guidolotti G., Quatrini A., Corona P.",Ecosystem Health and Sustainability,10.1890/EHS15-0023,Article,2015,,carbon credits; forest management; Italy; old growth forests; short-rotation forestry; trees outside forests,2-s2.0-85037335959,,carbon mitigation potential of different forest ecosystems under climate change and various managements in italy
"Cellulosic biofuel in the United States: Targets, achievements, bottlenecks, and a case study of three advanced biofuel facilities","Bardhan S., Jose S., Godsey L.",Biomass and Biofuels: Advanced Biorefineries for Sustainable Production and Distribution,10.1201/b18398,Book Chapter,2015,,,2-s2.0-85029312227,,cellulosic biofuel in the united states targets achievements bottlenecks and a case study of three advanced biofuel facilities
Changes in volcanic hazard exposure in the Northwest USA from 1940 to 2100,"Strader S.M., Ashley W., Walker J.",Natural Hazards,10.1007/s11069-015-1658-1,Article,2015,,Exposure; Hazards; ICLUS; SRES; Volcano,2-s2.0-84940003494,WOS:000353803700045,changes in volcanic hazard exposure in the northwest usa from 1940 to 2100
China automotive energy consumption and greenhouse gas emissions outlook to 2050,"Lyu C., Ou X., Zhang X.",Mitigation and Adaptation Strategies for Global Change,10.1007/s11027-014-9620-1,Article,2015,,Automotive energy; China; Greenhouse gas mitigation; Public policy; Technology innovation,2-s2.0-84939933580,WOS:000354203200002,china automotive energy consumption and greenhouse gas emissions outlook to 2050
China's INDC and non-fossil energy development,He J.-K.,Advances in Climate Change Research,10.1016/j.accre.2015.11.007,Article,2015,,Climate change; CO2 emissions peak; Energy revolution; Non-fossil energy,2-s2.0-84953252715,WOS:000434536400007,china s indc and non fossil energy development
China's Industrialization and the Pathway of Industrial CO2 Emissions,"Chen, Z; Liu, CY; Qu, SN",CHINESE JOURNAL OF URBAN AND ENVIRONMENTAL STUDIES,10.1142/S2345748115500190,J,2015,,Industrialization; CO2 emissions; China; Kuznets curve; prediction,,WOS:000214732700002,china s industrialization and the pathway of industrial co2 emissions
China's Low-Carbon Urbanization Progress and Pathway,"Liang, BF; Pan, JH; Zhang, Y; Meng, YC; Zhu, SX",CHINESE JOURNAL OF URBAN AND ENVIRONMENTAL STUDIES,10.1142/S2345748115500281,J,2015,,Urbanization; carbon emissions; carbon constraint; carbon dividend; ecological civilization,,WOS:000214734400003,china s low carbon urbanization progress and pathway
China's low-carbon scenario analysis of CO2 mitigation measures towards 2050 using a hybrid AIM/CGE model,"Li W., Li H., Sun S.",Energies,10.3390/en8053529,Article,2015,,AIM/CGE model; Carbon taxes; Emission mitigation; Emission trading; Renewable energy,2-s2.0-84930811529,WOS:000356879600013,china s low carbon scenario analysis of co2 mitigation measures towards 2050 using a hybrid aim cge model
China's photovoltaic power development under policy incentives: A system dynamics analysis,"Guo, XD; Guo, XP",ENERGY,10.1016/j.energy.2015.09.049,J,2015,,China's photovoltaic power; National incentive policy; System dynamics; Full electricity price subsidy,,WOS:000367630200054,china s photovoltaic power development under policy incentives a system dynamics analysis
China’s economic gene mutations: By electricity economics and multi-agent,"Hu Z., Zhang J., Zhang N.",China's Economic Gene Mutations: By Electricity Economics and Multi-Agent,10.1007/978-3-662-47298-9,Book,2015,,,2-s2.0-84943250895,,china s economic gene mutations by electricity economics and multi agent
Climate Change Mitigation - Law and Policy Development in China,Zhao Y.,Journal for European Environmental and Planning Law,10.1163/18760104-01204005,Article,2015,,carbon emissions trading; Climate change mitigation; energy conservation; energy efficiency; national programmes; renewable energy,2-s2.0-84955263836,WOS:000212560500006,climate change mitigation law and policy development in china
Climate Change and the Future of Water Management in Iran,Hashemi H.,Middle East Critique,10.1080/19436149.2015.1046706,Article,2015,,Arid regions; climate change; flood water spreading; Iran; Middle East; water resources,2-s2.0-84940788898,WOS:000219643900006,climate change and the future of water management in iran
Climate change and the impacts on China's agricultural interregional trade flows,"Xin, X; Lin, T; Liu, XY; Wan, GH; Zhang, YS",China Agricultural Economic Review,10.1108/CAER-06-2014-0065,J,2015,,China; Agriculture; Climate change; Interregional trade,,WOS:000353301300001,climate change and the impacts on china s agricultural interregional trade flows
Climate change and water scarcity: The case of Saudi Arabia,"DeNicola E., Aburizaiza O.S., Siddique A., Khwaja H., Carpenter D.O.",Annals of Global Health,10.1016/j.aogh.2015.08.005,Review,2015,,Climate change; Public health; Saudi Arabia; Water reuse; Water scarcity,2-s2.0-84950298887,WOS:000365590300007,climate change and water scarcity the case of saudi arabia
Climate change impact and adaptation research requires integrated assessment and farming systems analysis: a case study in the Netherlands,"Reidsma, P; Wolf, J; Kanellopoulos, A; Schaap, BF; Mandryk, M; Verhagen, J; van Ittersum, MK",ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/10/4/045004,J,2015,,climate change adaptation; scenario; farm diversity; crop simulation; bio-economic farm modelling,,WOS:000353641400025,climate change impact and adaptation research requires integrated assessment and farming systems analysis a case study in the netherlands
Climate change impact on legumes’ water production function in the northeast of Iran,"Sayari N., Bannayan M., Alizadeh A., Farid A., Hessami Kermani M.R., Eyshi Rezaei E.",Journal of Water and Climate Change,10.2166/wcc.2014.139,Article,2015,,Crop evapotranspiration; Global warming; Legumes; Water demand,2-s2.0-84930698884,WOS:000355569100014,climate change impact on legumes water production function in the northeast of iran
Climate change impacts and greenhouse gas mitigation effects on U.S. water quality,"Boehlert B., Strzepek K.M., Chapra S.C., Fant C., Gebretsadik Y., Lickley M., Swanson R., McCluskey A., Neumann J.E., Martinich J.",Journal of Advances in Modeling Earth Systems,10.1002/2014MS000400,Article,2015,,climate change; economic impacts; greenhouse gases; mitigation; water quality,2-s2.0-84945441982,WOS:000363278200019,climate change impacts and greenhouse gas mitigation effects on u s water quality
Climate change impacts and the value of adaptation - can crop adjustments help farmers in Pakistan?,"Ahmed, MN; Schmitz, PM",INTERNATIONAL JOURNAL OF GLOBAL WARMING,10.1504/IJGW.2015.071954,J,2015,,developing countries; environmental impact; hedonic; global warming; net revenue and adaptations; agriculture; Pakistan; structural Ricardian model; crop switching,,WOS:000364222000007,climate change impacts and the value of adaptation can crop adjustments help farmers in pakistan
Climate change impacts on US agriculture and forestry: Benefits of global climate stabilization,"Beach R.H., Cai Y., Thomson A., Zhang X., Jones R., McCarl B.A., Crimmins A., Martinich J., Cole J., Ohrel S., Deangelo B., McFarland J., Strzepek K., Boehlert B.",Environmental Research Letters,10.1088/1748-9326/10/9/095004,Article,2015,,agricultural modeling; climate change impacts; EPIC; FASOM-GHG; forestry modeling; MC1; mitigation scenarios,2-s2.0-84945200142,WOS:000367141000032,climate change impacts on us agriculture and forestry benefits of global climate stabilization
Climate change mitigation effect of harvested wood products in regions of Japan,"Kayo C., Tsunetsugu Y., Tonosaki M.",Carbon Balance and Management,10.1186/s13021-015-0036-3,Article,2015,,Carbon storage effect; Energy substitution effect; Harvested wood products (HWPs); Inter-regional flow; Material substitution effect; Production approach,2-s2.0-84944415883,MEDLINE:26491466,climate change mitigation effect of harvested wood products in regions of japan
Comparisons of allometric and climate-derived estimates of tree coarse root carbon stocks in forests of the United States,"Russell M.B., Domke G.M., Woodall C.W., D'Amato A.W.",Carbon Balance and Management,10.1186/s13021-015-0032-7,Article,2015,,Belowground biomass; Carbon accounting; Carbon-climate; Forest Inventory and Analysis; Root:shoot ratio,2-s2.0-84940662117,MEDLINE:26366191,comparisons of allometric and climate derived estimates of tree coarse root carbon stocks in forests of the united states
Complete Vehicle Standards for Heavy-Duty Trucking: Optimizing Freight Efficiency Benefits to Meet U.S. Greenhouse Gas Emission Standards,"Kopin A., Musselman S.",SAE International Journal of Commercial Vehicles,10.4271/2015-01-2772,Article,2015,,,2-s2.0-84945138888,WOS:000421713600017,complete vehicle standards for heavy duty trucking optimizing freight efficiency benefits to meet u s greenhouse gas emission standards
"Consequences of the UK energy market reform on the development of Carbon Capture, Transport, and Storage","Mendelevitch R., Oei P.-Y.","International Conference on the European Energy Market, EEM",10.1109/EEM.2015.7216683,Conference Paper,2015,,CCS; CO2; electricity; energy policy; MCP; UK,2-s2.0-84952001909,WOS:000380377200084,consequences of the uk energy market reform on the development of carbon capture transport and storage
"Contribution of shoreline erosion to nutrient loading of the Lake Diefenbaker reservoir, Saskatchewan, Canada","Hewlett C., North R.L., Johansson J., Vandergucht D.M., Hudson J.J.",Journal of Great Lakes Research,10.1016/j.jglr.2014.11.020,Article,2015,,Carbon; Eutrophication; Land use; Nitrogen; Phosphorus; Soil,2-s2.0-84919466289,WOS:000367359900011,contribution of shoreline erosion to nutrient loading of the lake diefenbaker reservoir saskatchewan canada
Control power provision with power-to-heat plants in systems with high shares of renewable energy sources - An illustrative analysis for Germany based on the use of electric boilers in district heating grids,"Böttger D., Götz M., Theofilidi M., Bruckner T.",Energy,10.1016/j.energy.2015.01.022,Article,2015,,Control power; District heating; Electric boiler; Power market model; Power-to-heat,2-s2.0-84926166621,WOS:000351788700015,control power provision with power to heat plants in systems with high shares of renewable energy sources an illustrative analysis for germany based on the use of electric boilers in district heating grids
Cost trajectories of low carbon electricity generation technologies in the UK: A study of cost uncertainty,"Levi P.G., Pollitt M.G.",Energy Policy,10.1016/j.enpol.2015.08.003,Article,2015,,CCS; Cost uncertainty; Nuclear; Offshore wind,2-s2.0-84945560452,WOS:000364890800006,cost trajectories of low carbon electricity generation technologies in the uk a study of cost uncertainty
