index1,topic_charact,number_of_abs,title
5777,6_steel_iron_product_materi_save,105,Scenario analysis of sulfur dioxide emissions reduction potential in China's iron and steel industry
5778,6_steel_iron_product_materi_save,105,Assessment of the carbon emissions reduction potential of China's iron and steel industry based on a simulation analysis
5779,6_steel_iron_product_materi_save,105,Co-benefits of energy efficiency improvement and air pollution abatement in the Chinese iron and steel industry
5780,6_steel_iron_product_materi_save,105,Industrial energy use and carbon emissions reduction in the iron and steel sector: A UK perspective
5781,6_steel_iron_product_materi_save,105,Materials R&D for a timely DEMO: Key findings and recommendations of the EU Roadmap Materials Assessment Group
5782,6_steel_iron_product_materi_save,105,Material flows accounting for Scotland shows the merits of a circular economy and the folly of territorial carbon reporting
5783,6_steel_iron_product_materi_save,105,Roadmap of green transformation for a steel-manufacturing intensive city in China driven by air pollution control
5784,6_steel_iron_product_materi_save,105,"THE ECONOMIC, ENERGY, and EMISSIONS IMPACTS of CLIMATE POLICY in South Korea"
5785,6_steel_iron_product_materi_save,105,"Long-term development of the industrial sector – Case study about electrification, fuel switching, and CCS in the USA"
5786,6_steel_iron_product_materi_save,105,Exploring the limits for CO2 emission abatement in the EU power and industry sectors-Awaiting a breakthrough
5787,6_steel_iron_product_materi_save,105,Potential climate change mitigation of Indian Construction Industry through a shift in energy efficient technology by 2050
5788,6_steel_iron_product_materi_save,105,"Deployment of CCS in industrial applications in the EU - Timing, scope and coordination"
5789,6_steel_iron_product_materi_save,105,Reaching net-zero carbon emissions in construction supply chains – Analysis of a Swedish road construction project
5790,6_steel_iron_product_materi_save,105,Estimating the impacts of financing support policies towards photovoltaic market in Indonesia: A social-energy-economy-environment model simulation
5791,6_steel_iron_product_materi_save,105,Industrial Carbon Capture Storage (CSS) Model Using Times-Japan Framework
5792,6_steel_iron_product_materi_save,105,Energy-saving and emission-reduction technology selection and CO2 emission reduction potential of China's iron and steel industry under energy substitution policy
5793,6_steel_iron_product_materi_save,105,Quantitative assessment of energy conservation and emission reduction effects of nationwide industrial symbiosis in China
5794,6_steel_iron_product_materi_save,105,Cost of energy saving and CO2 emissions reduction in China's iron and steel sector
5795,6_steel_iron_product_materi_save,105,"Cost-Benefit Analysis of Synergistic Emission Reduction in Steel Industry in Beijing-Tianjin-Hebei Region, China [京津冀地区钢铁行业协同减排成本-效益分析]"
5796,6_steel_iron_product_materi_save,105,Scenario analysis on CO2 emissions reduction potential in China's iron and steel industry
5797,6_steel_iron_product_materi_save,105,Energy and resource conservation and air pollution abatement in China's iron and steel industry
5798,6_steel_iron_product_materi_save,105,Effect of Global Warming on Chloride Ion Erosion Risks for Offshore RC Bridges in China
5799,6_steel_iron_product_materi_save,105,Allocating CO2 allowances to emitters in China: A multi-objective decision approach
5800,6_steel_iron_product_materi_save,105,Technology innovation system analysis of decarbonisation options in the EU steel industry
5801,6_steel_iron_product_materi_save,105,Developing long-term strategies to reduce energy use and CO2 emissions—analysis of three mitigation scenarios for iron and steel production in China
5802,6_steel_iron_product_materi_save,105,Study on an implementation scheme of synergistic emission reduction of CO 2 and air pollutants in China's steel industry
5803,6_steel_iron_product_materi_save,105,Decomposing the decoupling of CO2 emissions and economic growth in China's iron and steel industry
5804,6_steel_iron_product_materi_save,105,"Retrospective and prospective assessment of exergy, life cycle carbon emissions, and water footprint for coking network evolution in China"
5805,6_steel_iron_product_materi_save,105,CLIMATE and HEALTH BENEFITS of PHASING out IRON & STEEL PRODUCTION CAPACITY in CHINA: FINDINGS from the IMED MODEL
5806,6_steel_iron_product_materi_save,105,Green growth: The economic impacts of large-scale renewable energy development in China
5807,6_steel_iron_product_materi_save,105,A Dynamic Fleet Model of U.S Light-Duty Vehicle Lightweighting and Associated Greenhouse Gas Emissions from 2016 to 2050
5808,6_steel_iron_product_materi_save,105,"Consequences of the UK energy market reform on the development of Carbon Capture, Transport, and Storage"
5809,6_steel_iron_product_materi_save,105,"How can China lighten up? Urbanization, industrialization, and energy demand scenarios"
5810,6_steel_iron_product_materi_save,105,How modifications of China's energy data affect carbon mitigation targets
5811,6_steel_iron_product_materi_save,105,Life Cycle Analysis of 1995-2014 U.S. Light-Duty Vehicle Fleet: The Environmental Implications of Vehicle Material Composition Changes
5812,6_steel_iron_product_materi_save,105,Climate change mitigation potential of wood use in civil engineering in Japan based on life-cycle assessment
5813,6_steel_iron_product_materi_save,105,Concepts and pathways towards a carbon-neutral heavy industry in the German federal state of North Rhine-Westphalia
5814,6_steel_iron_product_materi_save,105,Environmental Impact Assessment of Wood Use in Japan through 2050 Using Material Flow Analysis and Life Cycle Assessment
5815,6_steel_iron_product_materi_save,105,"The deployment of low carbon technologies in energy intensive industries: A macroeconomic analysis for Europe, China and India"
5816,6_steel_iron_product_materi_save,105,EU carbon price drifts lower in october on weaker gas
5817,6_steel_iron_product_materi_save,105,Evaluating the effects of China's pollution controls on inter-annual trends and uncertainties of atmospheric mercury emissions
5818,6_steel_iron_product_materi_save,105,Multi-objective analysis of the co-mitigation of CO2 and PM2.5 pollution by China's iron and steel industry
5819,6_steel_iron_product_materi_save,105,A Proposal for the Korean Classification System of CO2 Geological Storage Resources
5820,6_steel_iron_product_materi_save,105,Australia's part in the age of high-efficiency vessels
5821,6_steel_iron_product_materi_save,105,"Techno-economic and partial environmental analysis of carbon capture and storage (CCS) and carbon capture, utilization, and storage (CCU/S): Case study from proposed waste-fed district-heating incinerator in Sweden"
5822,6_steel_iron_product_materi_save,105,Agent-based scenarios comparison for assessing fuel-switching investment in long-term energy transitions of the India's industry sector
5823,6_steel_iron_product_materi_save,105,Achieving China's INDC through carbon cap-and-trade: Insights from Shanghai
5824,6_steel_iron_product_materi_save,105,Link between climate change mitigation and resource efficiency: A UK case study
5825,6_steel_iron_product_materi_save,105,Reducing industrial energy demand in the UK: A review of energy efficiency technologies and energy saving potential in selected sectors
5826,6_steel_iron_product_materi_save,105,Achieving CO 2 emission reduction and the co-benefits of local air pollution abatement in the transportation sector of China
5827,6_steel_iron_product_materi_save,105,Scenario analysis of a low-carbon transition of the EU industry by 2050: Extending the scope of mitigation options
5828,6_steel_iron_product_materi_save,105,"Sectoral peak CO2 emission measurements and a long-term alternative CO2 mitigation roadmap: A case study of Yunnan, China"
5829,6_steel_iron_product_materi_save,105,Driving determinants and prospective prediction simulations on carbon emissions peak for China's heavy chemical industry
5830,6_steel_iron_product_materi_save,105,Re-industrialisation and low-carbon economy-can they go together? Results from stakeholder-based scenarios for energy-intensive industries in the German state of North Rhine Westphalia
5831,6_steel_iron_product_materi_save,105,Greenhouse gas inventory accounting for Chinese cities: A preliminary study
18207,22_nuclear_plant_power_mix_new,160,Korea-U.S. Nuclear Cooperation: Issues for Nuclear Energy Use and Developments
18208,22_nuclear_plant_power_mix_new,160,Korea’s Nuclear Energy Policy in the Climate Era Policy Change after the Fukushima Accident
18209,22_nuclear_plant_power_mix_new,160,Investigation of role of nuclear toward 2050-world and Japanese cases
18210,22_nuclear_plant_power_mix_new,160,Orchestrating a low-carbon energy revolution without nuclear: Germany's response to the Fukushima nuclear crisis
18211,22_nuclear_plant_power_mix_new,160,Economic and environmental analysis of power generation expansion in Japan considering Fukushima nuclear accident using a multi-objective optimization model
18212,22_nuclear_plant_power_mix_new,160,A CRITICAL REVIEW OF THE PREMISES UNDERLYING KOREA'S NUCLEAR ENERGY POLICY
